 x coord, y coord, z coord, scalar
   0.0000000000000000      ,    0.0000000000000000      , 0,            0
   1.3927576601671309E-002 ,    0.0000000000000000      , 0,            1
   2.7855153203342618E-002 ,    0.0000000000000000      , 0,            2
   4.1782729805013928E-002 ,    0.0000000000000000      , 0,            3
   5.5710306406685235E-002 ,    0.0000000000000000      , 0,            4
   6.9637883008356549E-002 ,    0.0000000000000000      , 0,            5
   8.3565459610027856E-002 ,    0.0000000000000000      , 0,            6
   9.7493036211699163E-002 ,    0.0000000000000000      , 0,            7
  0.11142061281337047      ,    0.0000000000000000      , 0,            8
  0.12534818941504178      ,    0.0000000000000000      , 0,            9
  0.13927576601671310      ,    0.0000000000000000      , 0,           10
  0.15320334261838439      ,    0.0000000000000000      , 0,           11
  0.16713091922005571      ,    0.0000000000000000      , 0,           12
  0.18105849582172703      ,    0.0000000000000000      , 0,           13
  0.19498607242339833      ,    0.0000000000000000      , 0,           14
  0.20891364902506965      ,    0.0000000000000000      , 0,           15
  0.22284122562674094      ,    0.0000000000000000      , 0,           16
  0.23676880222841226      ,    0.0000000000000000      , 0,           17
  0.25069637883008355      ,    0.0000000000000000      , 0,           18
  0.26462395543175488      ,    0.0000000000000000      , 0,           19
  0.27855153203342620      ,    0.0000000000000000      , 0,           20
  0.29247910863509746      ,    0.0000000000000000      , 0,           21
  0.30640668523676878      ,    0.0000000000000000      , 0,           22
  0.32033426183844016      ,    0.0000000000000000      , 0,           23
  0.33426183844011143      ,    0.0000000000000000      , 0,           24
  0.34818941504178275      ,    0.0000000000000000      , 0,           25
  0.36211699164345407      ,    0.0000000000000000      , 0,           26
  0.37604456824512533      ,    0.0000000000000000      , 0,           27
  0.38997214484679665      ,    0.0000000000000000      , 0,           28
  0.40389972144846797      ,    0.0000000000000000      , 0,           29
  0.41782729805013930      ,    0.0000000000000000      , 0,           30
  0.43175487465181062      ,    0.0000000000000000      , 0,           31
  0.44568245125348188      ,    0.0000000000000000      , 0,           32
  0.45961002785515320      ,    0.0000000000000000      , 0,           33
  0.47353760445682452      ,    0.0000000000000000      , 0,           34
  0.48746518105849579      ,    0.0000000000000000      , 0,           35
  0.50139275766016711      ,    0.0000000000000000      , 0,           36
  0.51532033426183843      ,    0.0000000000000000      , 0,           37
  0.52924791086350975      ,    0.0000000000000000      , 0,           38
  0.54317548746518107      ,    0.0000000000000000      , 0,           39
  0.55710306406685239      ,    0.0000000000000000      , 0,           40
  0.57103064066852371      ,    0.0000000000000000      , 0,           41
  0.58495821727019492      ,    0.0000000000000000      , 0,           42
  0.59888579387186625      ,    0.0000000000000000      , 0,           43
  0.61281337047353757      ,    0.0000000000000000      , 0,           44
  0.62674094707520889      ,    0.0000000000000000      , 0,           45
  0.64066852367688032      ,    0.0000000000000000      , 0,           46
  0.65459610027855153      ,    0.0000000000000000      , 0,           47
  0.66852367688022285      ,    0.0000000000000000      , 0,           48
  0.68245125348189406      ,    0.0000000000000000      , 0,           49
  0.69637883008356549      ,    0.0000000000000000      , 0,           50
  0.71030640668523670      ,    0.0000000000000000      , 0,           51
  0.72423398328690813      ,    0.0000000000000000      , 0,           52
  0.73816155988857934      ,    0.0000000000000000      , 0,           53
  0.75208913649025066      ,    0.0000000000000000      , 0,           54
  0.76601671309192199      ,    0.0000000000000000      , 0,           55
  0.77994428969359331      ,    0.0000000000000000      , 0,           56
  0.79387186629526463      ,    0.0000000000000000      , 0,           57
  0.80779944289693595      ,    0.0000000000000000      , 0,           58
  0.82172701949860716      ,    0.0000000000000000      , 0,           59
  0.83565459610027859      ,    0.0000000000000000      , 0,           60
  0.84958217270194980      ,    0.0000000000000000      , 0,           61
  0.86350974930362123      ,    0.0000000000000000      , 0,           62
  0.87743732590529244      ,    0.0000000000000000      , 0,           63
  0.89136490250696376      ,    0.0000000000000000      , 0,           64
  0.90529247910863497      ,    0.0000000000000000      , 0,           65
  0.91922005571030641      ,    0.0000000000000000      , 0,           66
  0.93314763231197784      ,    0.0000000000000000      , 0,           67
  0.94707520891364905      ,    0.0000000000000000      , 0,           68
  0.96100278551532037      ,    0.0000000000000000      , 0,           69
  0.97493036211699158      ,    0.0000000000000000      , 0,           70
  0.98885793871866301      ,    0.0000000000000000      , 0,           71
   1.0027855153203342      ,    0.0000000000000000      , 0,           72
